text,severity,resolution,product
checksetup.pl - mysql 5.1.7 incompatibility when creating schema - TYPE=MYISAM,major,FIXED,Bugzilla
Better date format in user account creation and email address change,minor,FIXED,Bugzilla
showdependencygraph.cgi: Dependency Graphs are broken on mod_perl,major,FIXED,Bugzilla
Message confusing when your version of DBD::foo or MySQL/Pg is too old,minor,FIXED,Bugzilla
Bugzilla crash when give sslbase invalid url,normal,FIXED,Bugzilla
"""Flags"" box on show_bug.cgi doesn't validate due to empty <option>",normal,FIXED,Bugzilla
login-small.html.tmpl's table needs an id for skinning,minor,FIXED,Bugzilla
"flags should use '', '?', '-', '+' as option order",normal,FIXED,Bugzilla
no space in Attachments on this Bug:263,normal,FIXED,Bugzilla
Disabling CC list <select> for logged-out users can make the list unscrollable,normal,FIXED,Bugzilla
"If a hook fails, no error is available for diagnosis",normal,FIXED,Bugzilla
Code in Classification->products() is suboptimal,normal,FIXED,Bugzilla
No way to search for private comments,major,FIXED,Bugzilla
Flag::_validate() called with wrong arguments when retargetting flags,major,FIXED,Bugzilla
User::get_selectable_products() can return wrong data if $classification_id is passed,normal,FIXED,Bugzilla
Do not call can_see_product() from templates,minor,FIXED,Bugzilla
"With 345 products, query.cgi is currently much slower than 2.22.2",normal,FIXED,Bugzilla
Crash when renaming components,critical,FIXED,Bugzilla
Bug number not displayed when viewing all attachments,normal,FIXED,Bugzilla
Unclassified appears in format for printing but not normal view,normal,FIXED,Bugzilla
Omitting description from editfields.cgi is incorrect,trivial,FIXED,Bugzilla
why is there a show votes for this bug if the bug has no votes?,normal,FIXED,Bugzilla
Watcher list should be sorted alphabetically,minor,FIXED,Bugzilla
how could i possibly be using quicksearch?,normal,FIXED,Bugzilla
custom field creating page produces invalid html,minor,FIXED,Bugzilla
Upgrading from 2.20 to latest CVS produces error message in contrib/recode.pl,normal,FIXED,Bugzilla
Flag options should be disabled for users that cannot request or grant/deny them instead of showing a blank drop-down,normal,FIXED,Bugzilla
"on confirming a new account page, wrong 'Email Address' is shown when logged in",minor,FIXED,Bugzilla
The keyword cache cannot be fixed with editkeywords privs only,normal,FIXED,Bugzilla
"If docs_urlbase is empty, link to ""the named tag"" in the documentation is not supressed",normal,FIXED,Bugzilla
'b' is a duplicated mnemonic,normal,FIXED,Bugzilla
"post_bug.cgi does not validate due to invalid id for ""Reassign bug to ..."" <input>",normal,FIXED,Bugzilla
"If user does not have a real name, just e-mail address should be displayed instead of "" <user@email.tld>""",normal,FIXED,Bugzilla
"Clicking ""Hide/Show Obsolete"" link should not scroll show_bug page",minor,FIXED,Bugzilla
"""Enter Bug"" page does not valid due to <input> in <table>",normal,FIXED,Bugzilla
None is not a good continuation for  0 Open bugs that bug 20 depends on,normal,FIXED,Bugzilla
describecomponents.cgi is blank if classifications are enabled,major,FIXED,Bugzilla
"Performance problems with multiple fields chosen in the ""where one or more of the following changed"" box",major,FIXED,Bugzilla
core bugs page is too long (29K lines source),normal,FIXED,Bugzilla
"When classifications are in use, query.cgi doesn't fill the component, version and target milestone select menus correctly",normal,FIXED,Bugzilla
Flags set from the enter_bug page are not mentioned in email,major,FIXED,Bugzilla
Success messages shouldn't be red,normal,FIXED,Bugzilla
"Watching-related text at bottom of ""Email Preferences"" page has typos",minor,FIXED,Bugzilla
Invalid ID for some <input> fields in global/userselect.html.tmpl,minor,FIXED,Bugzilla
edit components cc list text needs wordsmithing,normal,FIXED,Bugzilla
"extra whitespace in ""to classification ..."" parenthetical",normal,FIXED,Bugzilla
Unclassified default description is bad,normal,FIXED,Bugzilla
no changes should be in the plural,normal,FIXED,Bugzilla
edit group should italicize (em?) not linkify (a) the edited group,normal,FIXED,Bugzilla
"please reword ""use in total""",trivial,FIXED,Bugzilla
Don't mix query and search,normal,FIXED,Bugzilla
"When running a shared saved search, its name is not displayed at the top of the bug list",minor,FIXED,Bugzilla
Creating an attachment upon new bug doesn't create attachment link in comment #0,normal,FIXED,Bugzilla
The modification date of flags is erased on flag modification,major,FIXED,Bugzilla
"contrib/bzdbcopy.pl: Can't locate object method ""params"" via package ""Bugzilla"" at Bugzilla/DB/Mysql.pm line 65",critical,FIXED,Bugzilla
Changing a bug with >844 recipients can be faster,normal,FIXED,Bugzilla
query.cgi: Use of uninitialized value at line 178,minor,FIXED,Bugzilla
Lists of bugs (a.k.a tags) may be overwritten or deleted when tagging a new bug,critical,FIXED,Bugzilla
some errors need update due to name changed by bug 364013,minor,FIXED,Bugzilla
..,normal,FIXED,Bugzilla
posting a new bug via email_in fails due to typo in default platform and severity,normal,FIXED,Bugzilla
Wrong error message while attaching a invalid filein bug creation,major,FIXED,Bugzilla
email_in.pl modifies bug permissions without user entering fields,minor,FIXED,Bugzilla
strict_isolation: cannot remove user from CC list,major,FIXED,Bugzilla
Problem to define path caused by Bugzilla::Config (with fix :),major,FIXED,Bugzilla
email_in.pl throws warnings of uninitialized values given certain input,trivial,FIXED,Bugzilla
bz_webservices_demo.pl does not appear to match the API as defined in the Webservices code,normal,FIXED,Bugzilla
"""Form field version was not defined."" when changing products and not selecting a version",normal,FIXED,Bugzilla
CSS error in dependency-tree.css,minor,FIXED,Bugzilla
Prevent tags from overwriting existing saved searches,normal,FIXED,Bugzilla
"Incorrect ""Cancel"" link when moving bug to another product",minor,FIXED,Bugzilla
Remove obsolete 'compatibility' comment about sending mail to disabled accounts,normal,FIXED,Bugzilla
CC'ing while changing a flag prevents bugmail going to users who only disabled 'The CC field changes',normal,FIXED,Bugzilla
period is on the wrong side of parentheses in priority description,normal,FIXED,Bugzilla
Period is on the wrong side of a bunch of other parentheses,normal,FIXED,Bugzilla
bug/summarize-time uses p as br,minor,FIXED,Bugzilla
admin/components/select-product has useless <p>,trivial,FIXED,Bugzilla
admin/fieldvalues/create has useless <p>,trivial,FIXED,Bugzilla
admin/fieldvalues/created has useless <p>,minor,FIXED,Bugzilla
admin/fieldvalues/deleted has useless <p>,minor,FIXED,Bugzilla
admin/fieldvalues/edit has useless <p>,minor,FIXED,Bugzilla
admin/fieldvalues/footer produces invalid markup,normal,FIXED,Bugzilla
admin/milestones/create has useless <p>,normal,FIXED,Bugzilla
admin/milestones/created has useless <p>,normal,FIXED,Bugzilla
admin/milestones/deleted has useless <p>,normal,FIXED,Bugzilla
admin/milestones/edit has useless <p>,normal,FIXED,Bugzilla
admin/milestones/footer produces invalid markup,normal,FIXED,Bugzilla
globbal/code-error uses strange mark up,minor,FIXED,Bugzilla
globbal/confirm-user-match uses strange mark up/uses p as br,minor,FIXED,Bugzilla
account/profile-activity has useless <p>,minor,FIXED,Bugzilla
account/permissions uses invalid usage for p,minor,FIXED,Bugzilla
admin/classifications/del uses strange mark up,minor,FIXED,Bugzilla
admin/components/confirm-delete uses strange mark up,minor,FIXED,Bugzilla
admin/components/footer uses invalid mark up,minor,FIXED,Bugzilla
admin/components/updated uses strange mark up,minor,FIXED,Bugzilla
admin/fieldvalues/list has useless <p>,minor,FIXED,Bugzilla
admin/fieldvalues/select-field has useless <p>,minor,FIXED,Bugzilla
admin/fieldvalues/updated has useless <p>,minor,FIXED,Bugzilla
admin/group/edit has useless <p>,minor,FIXED,Bugzilla
admin/milestones/select-product has useless <p>,normal,FIXED,Bugzilla
admin/milestones/updated has useless <p>,normal,FIXED,Bugzilla
admin/products/groupcontrol/edit uses p as br,normal,FIXED,Bugzilla
admin/products/confirm-delete uses strange mark up,normal,FIXED,Bugzilla
admin/products/footer produces invalid markup,normal,FIXED,Bugzilla
admin/products/list has useless <p>,normal,FIXED,Bugzilla
admin/products/list-classifications has useless <p>,normal,FIXED,Bugzilla
admin/products/updated uses strange mark up,normal,FIXED,Bugzilla
admin/versions/confirm-delete uses strange mark up,normal,FIXED,Bugzilla
admin/versions/create useless <p>,normal,FIXED,Bugzilla
admin/versions/created has useless <p>,normal,FIXED,Bugzilla
admin/versions/deleted has useless <p>,normal,FIXED,Bugzilla
admin/versions/edit has useless <p>,normal,FIXED,Bugzilla
admin/versions/footer produces invalid markup,normal,FIXED,Bugzilla
admin/versions/list has useless <p>,normal,FIXED,Bugzilla
admin/versions/select-product has useless <p>,normal,FIXED,Bugzilla
admin/versions/updated has useless <p>,normal,FIXED,Bugzilla
attachment/confirm-delete uses p as br,normal,FIXED,Bugzilla
reports/create-chart has unescaped &,normal,FIXED,Bugzilla
globbal/user-error uses p as br,minor,FIXED,Bugzilla
bug/process/verify-new-product uses strange mark up,normal,FIXED,Bugzilla
attachment/edit has unescaped &,normal,FIXED,Bugzilla
admin/milestones/list has useless <p>,normal,FIXED,Bugzilla
Locate Attachment page still has an Edit button,trivial,FIXED,Bugzilla
"Add hook in user-error.html.tmpl for text after ""auth_failure"" message",normal,FIXED,Bugzilla
"[Version 2.20+] bugzilla.mozilla.org thinks I'm using Mac OS X 10.3, when I am using Mac OS X 10.4",normal,FIXED,Bugzilla
Obsolete custom fields are shown in email notification for new bugs,normal,FIXED,Bugzilla
Bugmail for new bugs without flags contains two unneeded lines,trivial,FIXED,Bugzilla
everconfirmed is no longer passed to XML bug files,major,FIXED,Bugzilla
importxml.pl dies if there is no TM or the TM is empty,minor,FIXED,Bugzilla
testserver.pl fails to find the GID for the httpd process,major,FIXED,Bugzilla
Use of uninitialized value in numeric eq (==) in ./importxml.pl if the bug is not visible to the reporter and the CC list,minor,FIXED,Bugzilla
Big attachments which should be stored locally are not,critical,FIXED,Bugzilla
Deleting an attachment should set isobsolete to 1,normal,FIXED,Bugzilla
Param('upgrade_notification') eq 'development_snapshot' should catch release candidates too if no development snapshot is available,major,FIXED,Bugzilla
"Missing separator after the ""Sanity Check"" link in the footer",trivial,FIXED,Bugzilla
importxml fails to import if there is no newline before <?xml,normal,FIXED,Bugzilla
A coding error preventing converting of database table to finish,major,FIXED,Bugzilla
no midair collision for dependency when changing severity,normal,FIXED,Bugzilla
Release Notes For Bugzilla 2.22.2,blocker,FIXED,Bugzilla
Release Notes for Bugzilla 2.20.4,blocker,FIXED,Bugzilla
[SECURITY] Possible XSS when reading Atom feeds,normal,FIXED,Bugzilla
"mod_perl <Directory> block doesn't let .htaccess work, and doesn't include the blacklists for files that shouldn't be downloaded",blocker,FIXED,Bugzilla
"Update ""Release Info"" pages for Bugzilla 2.22.2 and 2.23.4",blocker,FIXED,Bugzilla
"Update ""Download"" Page for Bugzilla 2.22.2 and 2.23.4",blocker,FIXED,Bugzilla
"Update ""Changes"" Page for Bugzilla 2.22.2 and 2.23.4",blocker,FIXED,Bugzilla
Release/News Announcement for Bugzilla 2.22.2 and 2.23.4,blocker,FIXED,Bugzilla
"Security Advisory for release of Bugzilla 2.20.4, 2.22.2, and 2.23.4",blocker,FIXED,Bugzilla
Release Bugzilla 2.22.2 and 2.23.4,blocker,FIXED,Bugzilla
Update bugzilla-update.xml for Bugzilla 2.23.4,blocker,FIXED,Bugzilla
"On attachment and bug creation, if *one* requestee cannot see the bug, *all* requests are cancelled",major,FIXED,Bugzilla
Must add 'MIME-Version: 1.0' to avoid charset being possibly ignored,normal,FIXED,Bugzilla
WebService should check if a user needs to login before performing an operation,normal,FIXED,Bugzilla
Api Documentation of Bugzilla::WebService::Product with wrong title.,normal,FIXED,Bugzilla
runtests 001 fails if Email::Reply is not installed,minor,FIXED,Bugzilla
importxml.pl throws Bugzilla::Bug::ValidateTime warnings if the exporter was not in the timetrackinggroup,normal,FIXED,Bugzilla
Bugzilla 3.0: Roadmap,blocker,FIXED,Bugzilla
Bugmail messed up if adding dependency for resolved bug in new bug,normal,FIXED,Bugzilla
query.cgi has no title in the banner,trivial,FIXED,Bugzilla
buglists exported as iCalendar have wrong timestamps,normal,FIXED,Bugzilla
bz2.22 templates bugs,normal,FIXED,Bugzilla
Attachment edit page has unneeded <br>s,trivial,FIXED,Bugzilla
Fix regular expression for guided create bug template,normal,FIXED,Bugzilla
Default footer does not validate as valid HTML,normal,FIXED,Bugzilla
"""Reassign bug to default assignee"" text is worded very badly",normal,FIXED,Bugzilla
"MIME:: modules should now be optional, not required",normal,FIXED,Bugzilla
query.cgi associates wrong components with products if at least one product has no component,major,FIXED,Bugzilla
Incorrect mail sent when unsetting requestee on review request,normal,FIXED,Bugzilla
Versions are no longer sorted by version-sort,normal,FIXED,Bugzilla
Release Notes for Bugzilla 3.0,blocker,FIXED,Bugzilla
Ignore deleted flags,normal,FIXED,Bugzilla
German Localization Page by Marc Schumann is not available,normal,FIXED,Bugzilla
Offer Apache::SizeLimit hacks for mod_perl in comments in mod_perl.pl,normal,FIXED,Bugzilla
Move /releases/2.24/ content to /releases/3.0/ on bugzilla.org,normal,FIXED,Bugzilla
"Create ""new features"" page for Bugzilla 3.0",normal,FIXED,Bugzilla
Create a Status Update for Bugzilla 3.0rc1,normal,FIXED,Bugzilla
"Update ""Download"" Page for Bugzilla 3.0rc1",normal,FIXED,Bugzilla
"Update ""Changes"" Page for Bugzilla 3.0rc1",normal,FIXED,Bugzilla
Release/News Announcement for Bugzilla 3.0rc1,normal,FIXED,Bugzilla
Release Bugzilla 3.0rc1,normal,FIXED,Bugzilla
Update bugzilla-update.xml for Bugzilla 3.0 RC1,blocker,FIXED,Bugzilla
Meaningless column in userprefs.cgi if the user cannot share his saved searches,minor,FIXED,Bugzilla
'emailsuffix' is duplicated on email notification,minor,FIXED,Bugzilla
"""Edit attachment as comment"" could be twice as fast",normal,FIXED,Bugzilla
Bugzilla::Object->update throws a warning if some values are undefined,normal,FIXED,Bugzilla
Bookmarkable templates should not contain tokens,normal,FIXED,Bugzilla
JavaScript warnings in attachment.js,normal,FIXED,Bugzilla
Versions from 2.17.4 - 2.23.2 can no longer upgrade,critical,FIXED,Bugzilla
bugzilla terms should not be used for db name,trivial,FIXED,Bugzilla
p in the last li looks like it's other block,trivial,FIXED,Bugzilla
Wrong variable used when displaying the resolution,minor,FIXED,Bugzilla
The bug resolution can be set independently of the bug status,major,FIXED,Bugzilla
patch for Bug 365503 always produces empty p element,minor,FIXED,Bugzilla
