text,severity,resolution,product,text_hash,thesis_class
"Update ""Changes"" Page for 2.23.2",blocker,FIXED,Bugzilla,abffae615e90c7695cabd7839c883961fba3aefa1789d7b97060e47a66caa76e,stop
Release/News Announcement for 2.23.2,blocker,FIXED,Bugzilla,2bcf0991202a0ceea408f6511c94cd151ef2b0e8082d212242f658660d407667,stop
Release Bugzilla 2.23.2,blocker,FIXED,Bugzilla,fdcee9e2584fc02843e6c4ee4868247cd81fca6c8891567fbde912e69164909a,stop
Update bugzilla-update.xml,blocker,FIXED,Bugzilla,0df0537c002d4dc084c8a5e1ab1d9d04b6aed489ecb481074516cc15f04112f1,stop
"searching results in ""YOUR BROWSER DOESN'T SUPPORT THIS SERVER-PUSH TECHNOLOGY"" warning on brower that does under mod_perl",normal,FIXED,Bugzilla,56e377c88c4147f22bb5d86a438047874ddeba23b1c91851aeb8c4fc0eaad7bc,pausa
Error upgrading Bugzilla to version 2.23.2+,critical,FIXED,Bugzilla,185b7b8ea57a2e5fc8e0ea508eec79ae88b82b110267339f70ac2f2ff19c01fc,stop
hidden submit button should have display: none,trivial,FIXED,Bugzilla,bbb63c41dd52e3fe207ed9c9387efd1d20fb1b9b52b93521ec536c8f79269af8,play
workaround for importxml.pl performance problem,normal,FIXED,Bugzilla,dab24330300301f0ce85cb12eeab63f007be2e166b25235d557d441013ea3b4a,pausa
Cannot create new bugs,blocker,FIXED,Bugzilla,77b0ec787c8fd6dac1f4630ee2ce15039aedf98f5205df24209afa6034532a86,stop
editparams.cgi doesn't let me clear a group in editparams.cgi,critical,FIXED,Bugzilla,6714da4a45d7402edd94abd671c5451d9e99b0062716f057f259781718ecab41,stop
Users watching you: None,normal,FIXED,Bugzilla,0f71daa045754fdfc03df9f4bbe49093510dfcea30a0f8c111b055c140ae3537,pausa
"Documentation still thinks we need XML::Parser, but we now need XML::Twig",normal,FIXED,Bugzilla,527f1a4ee6bc0e8638aadc0536b4e715aaa1b43f15bfea1e43362390ad6443b2,pausa
Cannot upgrade my PostgreSQL installation anymore,blocker,FIXED,Bugzilla,0e090e8e3bd87bef9bb1fb7321a8c48db7bb4e70a01d7734ed8dbc7a26687daa,stop
Update Documentation version for 2.23.2 on URL,normal,FIXED,Bugzilla,2f6d23afd3ff92dac35010f6ceefc63eb518cb8034b001be97db1c4b15858817,pausa
Non-installed modules are reported incorrectly,major,FIXED,Bugzilla,abdabe3841eef66979d52e7e58db2a0f6e44ad2c6d237a4a8057dd0b1ac90cd7,pausa
$field_descs values in field_descs.none.html are overwritten by values from the DB,minor,FIXED,Bugzilla,3856994e1d954354c7fc9ea0830cf654f26dfe6eed99034f1085b1062b920be7,play
Tainted value in request.cgi when restricting the search to a given flag,major,FIXED,Bugzilla,cbb0f87371b2dc780af7c60ad7ba2b836f5a2450355f2d72114a4e73ed06f8ae,pausa
$silent does not work properly in checksetup.pl anymore,major,FIXED,Bugzilla,aaeeb4eacf6f7a0d22ba05c4908a8ce09d8e7b4445463fdec8bf12e12c56f9ef,pausa
Bug template creation window has silly title,minor,FIXED,Bugzilla,34ab39c24aab3587ad3716b0d6dc7cb67b2991c1b1e7c48dea45a5e2bb3f8208,play
Cannot add any new field in editvalues.cgi,critical,FIXED,Bugzilla,07632f879dd62865cf62045b4f89f72f21da4bc44820349f1c45c23d98b913b6,stop
"The word ""Bug"" appears bare in editparams.cgi",normal,FIXED,Bugzilla,ee2544fc8bfd72776daa148e341bbc228da69f2772beb66065f688af7f5d0389,pausa
Extremly slow performance with a lot of products (~1800) and security groups for each,normal,FIXED,Bugzilla,dc05dc9b57b67bdc5556d60f8f51afac4259003fb86c624ac0cce72e7300258b,pausa
Require DBI 1.41+ for DBD::Pg 1.45,trivial,FIXED,Bugzilla,d7c501c957f740540c2ace280b2def3bd85724e14f896920c10f84cf376c1e77,play
Charts are broken using mod_perl,major,FIXED,Bugzilla,4e8679e66d99ea46e898cc5a106815166e22c8062c9e8ef03866ff0408bef089,pausa
Prevent Flag::clear from deleting a deleted flag when checking the inclusion and exclusion lists,normal,FIXED,Bugzilla,8afc2f832b545f16bf83fe1271c49be4b46e49bf5cc3d8f22c6ceb3acdee05f9,pausa
Guided doesn't seem to let me specify a component as part of the url,normal,FIXED,Bugzilla,b01afc80d564987137812fe9467e52ff019a7759566af5c853effb309aed8eb5,pausa
request.cgi should look at flags.modification_date instead of flags.creation_date,minor,FIXED,Bugzilla,1f399b1682c94ce4986c77674f912f6e1819b63778471fca3096bef269201e5b,play
Template-Toolkit 2.15 moved Template::Plugin::GD into a separate package,major,FIXED,Bugzilla,6de9611ad7c1837cbd6927ca0773ca27c0f500821ede684d08cd7dad03db9abb,pausa
The 'quicksearch' field in the footer redirects to http:// even when sslbase is in use,normal,FIXED,Bugzilla,63016a82b211d290a81554788190b2ae2c884ae3a9aeb3716650decef1bde7ae,pausa
order not properly validated,critical,FIXED,Bugzilla,a844ac9fd06d8f5bd10bd03365dfbe09c38e494f5e03e32c876a53927772cc15,stop
file_too_large error should mention AttachURL when enabled,minor,FIXED,Bugzilla,d1acd417bb73c9f28afdba2228c9242f5898e53cc67c6eb796be43066aecd9fb,play
attribute parameter 'mschumann@inconso.de' is not a hash ref at Bugzilla/Auth/Verify.pm line 112,normal,FIXED,Bugzilla,966a47e1a335220933c6538bf96cee4257c58e7d7b4edbee9e5fcad1e0b61316,pausa
"When Template::Plugin::GD is missing, checksetup.pl tells you to type ""ppm install Template"" instead of ""ppm install Template-Toolkit""",normal,FIXED,Bugzilla,dd61cf3a177694c6c9fbe858628ef0a37907c69acd1fb1aebfaee4d5c73ce0ef,pausa
checksetup.pl can create two database connections instead of one,normal,FIXED,Bugzilla,338b48808beb4ab48c1982354b3080e49fac6c2330b1f39fa3d0878516f7ec8b,pausa
Update makedocs.pl for the mod_perl version,normal,FIXED,Bugzilla,37a23b148c433f985f682b2d0e40804fc89ef8bfb8c1363f095072e49a31a086,pausa
Avoid using the string 'the web',normal,FIXED,Bugzilla,86b3e11282dbdf4915f61f1baf5cc4d52f9ef0c32f00b3dba953a65c3a29c683,pausa
"No header field ""MIME-Version: 1.0"" in e-mails, encoded as Quoted-Printable.",normal,FIXED,Bugzilla,b95f1b9561eb36c2921cb3d48259aabba6aac3e57b39210c721bb5d1580e7dc8,pausa
User matching not called for requestee fields in post_bug.cgi,normal,FIXED,Bugzilla,830de5863313422b0c1f2e250200ae4c8e725f1fbda587d5c97185e6c6134435,pausa
Deleting a user account crashes Bugzilla,critical,FIXED,Bugzilla,684ea7918c11a902d96d06147d4dac94c8ce7be1afee32c884557aa5363aaa9d,stop
Incorrect field name in FlagType.pm,trivial,FIXED,Bugzilla,5c3de764cb3e9d42a88416d9de8123e73d464551fc2b2f901b912fbc4af31fb1,play
Entering an non-integer sortkey crashes editclassifications.cgi,normal,FIXED,Bugzilla,8823441b571b0fd325fd7adf25e64ea8465b81c1c903cefe33c0adcd0397255a,pausa
Fix usage of HTML header tags in template/en/default/global/header.html.tmpl,normal,FIXED,Bugzilla,31fadbbe92713e933b43654495c7841d183a35cd2b028541b2caf35341e4d5f9,pausa
search the Documentation function broken -> Internal Server Error,normal,FIXED,Bugzilla,976b6832f143a1ce4c5c0466cb7ef8f9abcfb8677fe3c1ac5b85a9ef8e9128c2,pausa
Intel Mac should be detected as Hardware: PC rather than Hardware: Mac,normal,FIXED,Bugzilla,e384ddf22c5d721b122840a3fa47ed3273224311d0ac50049764191ee521ddce,pausa
Params can't be updated when webservergroup is empty,critical,FIXED,Bugzilla,51136a8c25787cd3f0b11494600a68f178c92b07b3cd31160394991339fe2a93,stop
[PostgreSQL] Cannot create a new bug object when custom fields exist,critical,FIXED,Bugzilla,151b90e4bdf9b09f5533c4debd20339d4f23269f0521e33729776f8f90758098,stop
Cannot set Bugzilla->batch(0),normal,FIXED,Bugzilla,468dc635ebff167bd687965a294d130dd494a794b74ef63b8ec9139d7e9964cd,pausa
Deleting a user account displays incoherent comments,normal,FIXED,Bugzilla,9d3661182d1dae0dd6973a245a8650ca9da76a255d0129fdc655fde2a0727f22,pausa
"turn off server push when X-Moz header set to ""microsummary""",normal,FIXED,Bugzilla,918e8422020ea61d3a993fa70fbc7a0182fd86a2578d0397f3fb6ddd1b19eaa8,pausa
"win32install.html: Collectstats is mentioned to run with -T, but shouldn't",normal,FIXED,Bugzilla,68fc0210cb121da4fa740d553f05a2cc009d4f6e92013bbc82fc01c8cf91d536,pausa
"An arrayref is always ""true""",minor,FIXED,Bugzilla,cc9b09ea0ae31fa797cb75a8d9f38d710bf2cf1ca847ece17c319fd276817c27,play
votes.cgi fails with a taint error,major,FIXED,Bugzilla,7f00bba7556b91b3376f563193dca4ca4271f67543671e01cfbc616700631485,pausa
"Editing keywords results in a ""Software Error""",normal,FIXED,Bugzilla,1229dec7472bdb855eed7aa07be5414227a440231472843c71723125081522a5,pausa
Duplicated IDs on all pages,trivial,FIXED,Bugzilla,54560b4e342bbc4a9965d7780bccecc158aae82253716cfe8ab0ae0bdc010a02,play
enter_bug.cgi doesn't pass HTML validation,minor,FIXED,Bugzilla,103186f51a453498ecaae0a8d3432960be1a572f2be3b82487b1d0aead394210,play
"Attachment links in comments still say ""edit"" instead of ""details.""",normal,FIXED,Bugzilla,e52b52370d5c59dce5e077b38d1e7da55012c05b4462291bc0eb1b239d53f804,pausa
skins/custom/*.css not created,normal,FIXED,Bugzilla,12ee4e71fdaf4841755fda1abdcaefb423950c07cb3ce494188a2e13125ae298,pausa
Find a Specific Bug for Closed bugs returns NO ROWS,blocker,FIXED,Bugzilla,7ab12c871c3daba71ce37a74e627e7ff96db7fa90d199740799a2e755f4ffb6a,stop
votes page doesn't tell me why a bug is crossed out,normal,FIXED,Bugzilla,7ab808ff14c89dfe5d51952e9cf7835888e7fa4ef053169056da32b36aaa2f87,pausa
make show_bug valid,minor,FIXED,Bugzilla,18181a3693fc018fd5cbf48fb50d3bafc8c2a8fd06b30ab3594664f6f4d4d578,play
process_bug.cgi tries to send emails to too many bugs,minor,FIXED,Bugzilla,64fb379a85f024c880b8597f2827414630ec6d4e5c777969dd578de794a7fa1f,play
001compile.t must not compile mod_perl.pl,normal,FIXED,Bugzilla,634823bf5603fe6e1dc3fedc2919e4642bcd6ef88be495c65e33fc985066d1c8,pausa
Display custom fields on show_bug.cgi before the time table,trivial,FIXED,Bugzilla,23e02999b306bcf29212db12c350a32228bae39866bc31e017f5ba11167e5c5b,play
OS becomes Other when use windows98,normal,FIXED,Bugzilla,1f74e3a5606b8aec56574f04603e81aaffdd562afba3f3b805e8d00bee3cc0b0,pausa
User preference to add/remove individual bugs to saved searches should default to off,normal,FIXED,Bugzilla,f7797a8bbc22c7b59d4cf4d77db5f1bd19737e3e0a47da985a49af06bf4d3fa0,pausa
DB::bz_add_column() shouldn't print anything when called from editfields.cgi,normal,FIXED,Bugzilla,1fca60e5e9aa3b0c748e1ceb6d90a94a8609473dbfdec061328e1375dff911b4,pausa
Display a message when a custom field has been successfully created,trivial,FIXED,Bugzilla,b7e7120cf55676a87279a3e402c3b3d0ea727b38ec963ed089299d7df27cc375,play
Bugzilla::AUTOLOAD tries to find Bugzilla::Bug::confess() when a bug method doesn't exist,normal,FIXED,Bugzilla,440f6f31c2bebf4e015595d6be390eccfd8afee226780e1fb9fd1f2e06823c19,pausa
Inactive Flag Types should not be a fatal error - Bugzilla has suffered an internal error.,major,FIXED,Bugzilla,513f6cca383080cb5440d199e0c9d7ded83359383ba0de50b7a4e96e7dd070b7,pausa
Use of uninitialized value in pattern match (m//) at editusers.cgi line 270,minor,FIXED,Bugzilla,30d3c31d3e65fb947d0ef8e0add7e5cf804778648913301f99d076ec72539413,play
Add me to cc list feature is confusing,normal,FIXED,Bugzilla,08ef6f8c43a5c5591960edfd96ab1c6921e3819e9513b1c699219520ba32a28a,pausa
undefined value when creating a new user account,trivial,FIXED,Bugzilla,88e3a7a99873694ed5525d95d9cf0940c2d39313896fa39599e807921af83d07,play
checksetup does not properly add a short_desc index to old installations,critical,FIXED,Bugzilla,d53baad4239a4f305a3e6aa5ccdc204ad3c724e8a24ce2328ea00481bef8bc67,stop
profiles.disabledtext has its definition changed every time checksetup runs,major,FIXED,Bugzilla,777ba0b72f473bda198f05dbd86672533894e1baa0eaf5d6ca66ffbafa6a2da1,pausa
We don't need an index on bugs.short_desc,normal,FIXED,Bugzilla,9095d4169996ce86705db095521fbff9a9cfd79b90f6d77435b674ab5bbfa166,pausa
"""How to Release Bugzilla"" docs recommend breaking people's LASTORDER cookies",minor,FIXED,Bugzilla,61c3d4131f6fd1159e724863130e3e57d89bb99442dc73efe6c06a522ea35733,play
checksetup problem adding indices,normal,FIXED,Bugzilla,15e53f0b84b02bea8c100468b3d77edf433dbf3d72f21f789b10fb810d4df47a,pausa
Odd number of elements in anonymous hash in editusers.cgi,minor,FIXED,Bugzilla,cd3d6c9ee70d246ccc7d6246ae17928c32c355202cfcb8f64f191aa545a540d7,play
votes.cgi crashes if your vote is the one confirming a bug,normal,FIXED,Bugzilla,9c71ddf649cd283c22152f307b60acc5398522f98ccd2f735e40b1dade54d961,pausa
"CodeErrors print out a whole HTML page, even when we're not in USAGE_MODE_BROWSER",normal,FIXED,Bugzilla,3df93484326c9af224f87993f1fdd70c253b91db38542a71a2ec16e913c21fb3,pausa
Errors are always displayed in plain text,major,FIXED,Bugzilla,4d9b421fa991ffcea38e7ebda0b6682a268f1ac53871c86e94307d335719e0e9,pausa
userprefs.cgi mysteriously fails (Our template-toolkit requirement is too low),major,FIXED,Bugzilla,9f2e8ee5ef8e246f13672e03257493a4f392eaaef57c70c66b0e2a11100409f1,pausa
"skins/.cvsignore should be in the CVS repo, not created by checksetup",normal,FIXED,Bugzilla,29fcb4ebbcab937b8bd118b75eccf5c40f229ab5e948c06def658e2fb4a65c4a,pausa
shutdownhtml will not work under mod_perl,normal,FIXED,Bugzilla,83d839825db530d432fea3c80615597878aaa530fab5588fcb1856b7fe148b8e,pausa
Cannot log in on a fresh installation,blocker,FIXED,Bugzilla,54b964cf3a98f7df5b39c971b595a811ab1bb0c343e8e0898790348bf204027e,stop
Warnings in the web server error log when no URL is given on bug creation,minor,FIXED,Bugzilla,2f39918efb61732e027292403952d68351f6ad6b19292d28c00eda5f44a3f955,play
Allow buidling the API documentation without the rest of the build environment,normal,FIXED,Bugzilla,4197efe9edb7c6fab6efb487f5f76d675c8364db64f0bd4ffa1c54e3a91b4d47,pausa
"Changing a DB column type to ""serial"" is broken on postgre",major,FIXED,Bugzilla,cb89d7b0949a45a6609db02a2c1454075b0d07b28dd074a0b013fe9114aa3cdf,pausa
"""You are receiving this mail because"" messages cannot be localized",normal,FIXED,Bugzilla,d9ca55d160d90e3dbb4913420b96493f2f3ec3c617d5bf16c47cd27ff8bc0c52,pausa
account/prefs/footer.html.tmpl is dead code,minor,FIXED,Bugzilla,4c5bb1727a3ea2534b23bf6dd517a0f2e9237190338e722db59f075b4d5f313e,play
mod_perl configuration needs a DirectoryIndex statement,normal,FIXED,Bugzilla,9e495672216db2d5b292588aed70c8f52cd412d819a4e5c66908dbfa0008aedf,pausa
Hooks require Template Toolkit  2.12 but we only check for 2.10,normal,FIXED,Bugzilla,94d1cacddd40d74dc46270a8267dad850d63789828231fdb04ba65c4b42bb47a,pausa
“I'm added to or removed from this capacity” user pref doesn't work for new bugs,normal,FIXED,Bugzilla,4da5594869dd9c06ed5420a249a167087b989b27d77516620a727e1d96a9155f,pausa
Public webdot server changed its IP address,normal,FIXED,Bugzilla,d02bffb2e485f36a08a1ddba2bcb75c139ebaac0bbd39f180910101f7b7e4304,pausa
The confirmation page when deleting a user account who has entries in the bugs_activity table fails to notify the administrator correctly,normal,FIXED,Bugzilla,babff87ee046b3ba9fe90bb207d5ab9990f60c953f4ca333278564ff09fce9d9,pausa
Sanity Check rescanallbugmail not working,normal,FIXED,Bugzilla,f2817c8484a64c2a80d69c992b1b46ade6c1ad5a8b60187accde0c11de444c80,pausa
Rename BugMail::ProcessOneBug() as BugMail::Send,trivial,FIXED,Bugzilla,714732508407e1d1901c74b74b36ac0358fb22056d6504965bb259070d6a329f,play
"object => ""field values"" doesn't exist in user-error.html.tmpl",normal,FIXED,Bugzilla,5d26b68cd8083e4c6e82ef4ae854be9365b660678917876b0e64a3f4dfdd078e,pausa
Checksetup needs Perl-LDAP for Net::LDAP module on Windows,normal,FIXED,Bugzilla,14b3d103fc3b2f4558a17574b8042b2d0b68d9920db5bd0d6a2a6c003e73a0e8,pausa
Release Notes For Bugzilla 2.22.1,blocker,FIXED,Bugzilla,0b4ff9391e8c1075e2a254ff21cb00980d9d112f4f5dc4714a8c491f7fc2ebf0,stop
Release Notes For Bugzilla 2.18.6,blocker,FIXED,Bugzilla,3e7dd90f0f987f3bd003293cc43fcdf4c3c6d3e630bf14578888747a5fb53131,stop
Release Notes For Bugzilla 2.20.3,blocker,FIXED,Bugzilla,8cd58a3b40729eee9ff1024233919b3e6ef5bb42e9f76bff866560231960184c,stop
"""How to Release Bugzilla"" docs should include instructions to avoid bug 330313 to recur",minor,FIXED,Bugzilla,2289db3642d4297ecb517298b1f3c537828b4d257ec8ff54175495824109fa72,play
Changing multiple bugs fails,normal,FIXED,Bugzilla,ac04c29eb944570601b8e2ed95481368413615340ca61b08d41b2210003f3898,pausa
"Missing ""--do_not_change--"" option for custom select fields when changing several bugs at once",major,FIXED,Bugzilla,bd5d12b734aee54b3f70cb9a511882e90df8f140a10f115dd1ef0ac9e17b25ee,pausa
Bad filtering of bug list names,normal,FIXED,Bugzilla,c90f51c12ae23a7f4d08c4e01effe5ef3777a3233d53699fdb35d6293d428c43,pausa
"[Selenium] <name=""newqueryname"" ...> needs an ID",trivial,FIXED,Bugzilla,9ead5e3cfb82c07ab43afc242cdab5af3f3c78622df3313715f6db31b590ca36,play
[PostgreSQL] Crash if sharer_id is not an integer,normal,FIXED,Bugzilla,ab3c6f2ad3c9182b65188823b225b9b736afe17b43d69b2687f25f89ceb94692,pausa
Shared Queries don't work if usevisibiltygroups is off,major,FIXED,Bugzilla,9e0767ab181173303aa3130015b486d6fdbdebba173e50f7fd507ab90c879c5c,pausa
[PostgreSQL] Crash when querying the DB,major,FIXED,Bugzilla,ce338b1d5047331c24ba5d1ab24787c9d12ed124600fa6c674df22d91300e794,pausa
group restriction isn't applied on bug creation,normal,FIXED,Bugzilla,09b2f7c84f8d51f00f1974ef19db8508956a508d88b0debfd0a890065d390a5d,pausa
Groups are out of order when sharing queries,minor,FIXED,Bugzilla,d8e43b89cf99e42b653a256ae5637d576d6863e597a37ed1abe31c61c34bc959,play
Bug::check_can_change_field() incorrectly updates $PrivilegesRequired,normal,FIXED,Bugzilla,b01da44f6699fc4aa64c3604d08345b8213e8a518da182bfe181804719b72821,pausa
XML Output change to remove lots of excess whitespace,normal,FIXED,Bugzilla,94efa8ece1349938b0e5dee6d80b10ac8e8589f785df2117223d9a47a95ae44f,pausa
missing 'are' in email notification,trivial,FIXED,Bugzilla,30063fa84fe472aacdcedbba6617d31c311a8d39c2c427a04611c3a9fe4c5181,play
Crash when calling showdependencytree.cgi with no bug ID,minor,FIXED,Bugzilla,084da8f754336b89d0f1b2b7bfb882c5f5a82697ed8fa96f408a00ba41f4ea60,play
No title is displayed when confirming a bug by popular votes,minor,FIXED,Bugzilla,42a680be105f143d10b951026b204708f4b52b916f3729b28e26de50efcf8168,play
editkeywords.cgi does not HTMLify descriptions,minor,FIXED,Bugzilla,ff90dfa8b7cfc125945f39bfab4aa3d0dcfca14a8979eaf3781b44d59669d37a,play
"H1, H2 and H3 are not filtered in global/header.html.tmpl",major,FIXED,Bugzilla,a152f7ff1c6c77cb5b8e3fe6efbe080e7c2d4f60821c4934d2a77b69de6bc85c,pausa
attachment.cgi lets you view descriptions of private attachments even when you are not in the insidergroup,minor,FIXED,Bugzilla,55bfd7f94befce1591f91fd8dd8409f2fabdc1715e034fe20b2027e23e8cb3fc,play
"XSS in the ""id"" parameter of showdependencygraph when ""doall"" is set",critical,FIXED,Bugzilla,4936fc19eab16acf682561bcdf254fb953ca37dc290f0e057e7a9a0896f05ba4,stop
timetracking deadline leaks in xml,normal,FIXED,Bugzilla,9704d9ad33944f1fa64fee9f30670495f2960f45e26cbc01cb11f4daa2c79b16,pausa
"Update ""Release Info"" pages for 2.18.6, 2.20.3, 2.22.1, and 2.23.3",blocker,FIXED,Bugzilla,377fee15ddaad522329127b06908453f457173182df597599af5a0feef50be5e,stop
"Update ""Download"" Page for 2.18.6, 2.20.3, 2.22.1, and 2.23.3",blocker,FIXED,Bugzilla,331aadd3effc6df54b7678802e80feda7e42523c0fb0f6cb7e21323ea06006a0,stop
"Update ""Changes"" Page for 2.18.6, 2.20.3, 2.22.1, and 2.23.3",blocker,FIXED,Bugzilla,ac20bac8f1a58242b8bf80b61199a884faa13795f190f7ffc240e22e133d9b7d,stop
"Status Update for 2.18.6, 2.20.3, 2.22.1, and 2.23.3",blocker,FIXED,Bugzilla,268eb7c645f7e46ab91be93d2bfd79dea497be325edb67fdf3437c09ec51420b,stop
"Security Advisory for 2.18.6, 2.20.3, 2.22.1, and 2.23.3",blocker,FIXED,Bugzilla,71b0258d5c95a3c33054e4ff566d7458154df683c76793051b122014c5ea524f,stop
"Release/News Announcement for Bugzilla 2.18.6, 2.20.3, 2.22.1, and 2.23.3",blocker,FIXED,Bugzilla,4a9a5a69d075a05a894fa826f057cbd6bf543c3f9890ab42bc8da288d94e0ca8,stop
Link to new API documentation,normal,FIXED,Bugzilla,06f8c4345af7632f632df598b9b99d3302f655c9d79cdef5a26de7d6324fff3e,pausa
"Release Bugzilla 2.18.6, 2.20.3, 2.22.1, and 2.23.3",blocker,FIXED,Bugzilla,b63fea72ec9c153239915c4f68ebb660c46d8403cad795f29742a0f91080f051,stop
"Mass-change broken due to the undesired onClick=""document.location='show_bug.cgi?id=XXX'""",major,FIXED,Bugzilla,e7d806e78d8a4f1ac0043ee1a5ec54431c1a48352e48ce8d3d4134c1ab27d9de,pausa
